Id,MSSubClass,MSZoning,LotFrontage,LotArea,Street,Alley,Neighborhood,Condition1,Condition2,GrLivArea,TotalBsmtSF,GarageArea,OverallQual,OverallCond,YearBuilt,CentralAir,Fireplaces,PoolArea,YrSold,MoSold,SaleCondition,SalePrice,UnitPrice,NeighborhoodAvgUnitPrice
1117,80,RL,69.0,7750,Pave,NA,Gilbert,Norm,Norm,1419,408,527,8,5,2002,1,1,0,2009,3,Normal,184100,129.73925299506695,119.11493125681703
1118,20,RL,57.0,9764,Pave,NA,Sawyer,Feedr,Norm,894,894,450,5,7,1967,1,0,0,2008,5,Normal,130000,145.413870246085,117.85616299660873
1119,80,RL,85.0,13825,Pave,NA,Sawyer,Norm,Norm,1601,533,300,5,6,1958,1,0,0,2008,12,Normal,140000,87.44534665833854,117.85616299660873
1120,20,RL,70.0,7560,Pave,NA,NAmes,Norm,Norm,1040,1040,286,5,5,1959,1,0,0,2006,7,Normal,133700,128.55769230769232,116.08938532777013
1121,30,RM,59.0,8263,Pave,NA,IDOTRR,Norm,Norm,1012,1012,308,6,5,1920,1,1,0,2007,5,Normal,118400,116.99604743083005,89.1360425104863
1122,20,RL,84.0,10084,Pave,NA,CollgCr,Norm,Norm,1552,1552,782,7,5,2005,1,0,0,2006,7,Partial,212900,137.1778350515464,136.78367951579068
1123,20,RL,69.0,8926,Pave,NA,Edwards,Norm,Norm,960,672,288,4,3,1956,1,0,0,2009,10,Abnorml,112000,116.66666666666667,101.83295816841985
1124,20,RL,50.0,9405,Pave,NA,Edwards,Norm,Norm,698,698,0,5,9,1947,1,0,0,2009,6,Normal,118000,169.054441260745,101.83295816841985
1125,80,RL,69.0,9125,Pave,NA,Gilbert,Norm,Norm,1482,384,392,7,5,1992,1,1,0,2007,7,Normal,163900,110.59379217273954,119.11493125681703
1126,20,RL,60.0,10434,Pave,NA,NAmes,Norm,Norm,1005,1005,672,4,5,1955,1,1,0,2009,11,Normal,115000,114.42786069651741,116.08938532777013
1127,120,RL,53.0,3684,Pave,NA,Blmngtn,Norm,Norm,1555,1373,660,7,5,2007,1,1,0,2009,6,Normal,174000,111.89710610932475,136.56697363609894
1128,20,RL,182.0,14572,Pave,NA,Gilbert,Norm,Norm,1530,1530,630,7,5,2004,1,1,0,2007,11,Family,259000,169.281045751634,119.11493125681703
1129,60,RL,59.0,11796,Pave,NA,Gilbert,Norm,Norm,1959,847,434,7,5,2004,1,1,0,2007,7,Normal,215000,109.74987238386932,119.11493125681703
1130,90,RM,60.0,7200,Pave,Grvl,OldTown,Norm,Norm,936,936,672,5,5,1980,1,0,0,2007,8,Normal,140000,149.57264957264957,91.42728199677266
1131,50,RL,65.0,7804,Pave,NA,SWISU,Norm,Norm,1981,1122,576,4,3,1928,1,2,0,2009,12,Normal,135000,68.14740030287733,84.75523335164974
1132,20,RL,63.0,10712,Pave,NA,Mitchel,Norm,Norm,974,974,0,5,5,1991,1,0,0,2007,9,Abnorml,93500,95.99589322381931,126.01744863615829
1133,70,RM,90.0,9900,Pave,NA,OldTown,Norm,Norm,2210,1008,205,6,4,1880,1,0,0,2007,5,Normal,117500,53.16742081447964,91.42728199677266
1134,60,RL,80.0,9828,Pave,NA,SawyerW,Norm,Norm,2020,1128,466,8,5,1995,1,1,0,2009,6,Normal,239500,118.56435643564356,119.70442421965492
1135,60,RL,57.0,8773,Pave,NA,Gilbert,Norm,Norm,1600,916,460,6,5,1997,1,1,0,2007,8,Normal,169000,105.625,119.11493125681703
1136,30,RM,60.0,6180,Pave,NA,BrkSide,Norm,Norm,986,960,180,6,5,1926,0,1,0,2007,5,Normal,102000,103.44827586206897,105.96680854866048
1137,50,RL,80.0,9600,Pave,NA,NAmes,Norm,Norm,1252,1032,288,6,5,1950,1,0,0,2008,4,Abnorml,119000,95.0479233226837,116.08938532777013
1138,50,RL,54.0,6342,Pave,NA,Sawyer,Feedr,Norm,1020,780,0,5,8,1875,0,0,0,2010,5,Normal,94000,92.15686274509804,117.85616299660873
1139,20,RL,69.0,9819,Pave,NA,Mitchel,Norm,Norm,1567,1567,714,6,5,1977,1,2,0,2009,5,Normal,196000,125.07977026164646,126.01744863615829
1140,30,RL,98.0,8731,Pave,NA,BrkSide,Norm,Norm,1167,915,495,5,5,1920,1,1,0,2007,5,Normal,144000,123.39331619537275,105.96680854866048
1141,20,RL,60.0,7350,Pave,NA,NAmes,Norm,Norm,952,952,840,5,7,1951,1,0,0,2008,6,Abnorml,139000,146.00840336134453,116.08938532777013
1142,60,RL,69.0,10304,Pave,NA,NWAmes,PosN,Norm,1868,780,484,5,7,1976,1,1,0,2009,10,Normal,197500,105.72805139186295,111.84834925438751
1143,60,RL,77.0,9965,Pave,NA,CollgCr,Norm,Norm,2828,1466,1052,8,5,2006,1,1,0,2007,4,Partial,424870,150.23691654879772,136.78367951579068
1144,20,RL,69.0,9000,Pave,NA,Sawyer,Norm,Norm,1006,1006,0,5,3,1959,1,0,0,2008,7,Normal,80000,79.52286282306163,117.85616299660873
1145,190,RL,60.0,12180,Pave,NA,Edwards,Norm,Norm,924,672,280,4,4,1941,0,0,0,2010,7,Normal,80000,86.58008658008659,101.83295816841985
1146,50,RM,52.0,6240,Pave,NA,BrkSide,Norm,Norm,1576,1042,225,5,6,1928,1,1,0,2006,8,Family,149000,94.54314720812182,105.96680854866048
1147,20,RL,69.0,11200,Pave,NA,SawyerW,Norm,Norm,1298,1298,403,6,5,1985,1,1,0,2006,5,Normal,180000,138.6748844375963,119.70442421965492
1148,70,RL,75.0,12000,Pave,NA,Crawfor,Norm,Norm,1564,704,234,7,7,1941,1,1,0,2009,7,Normal,174500,111.57289002557545,120.25482638137272
1149,50,RM,69.0,5700,Pave,NA,OldTown,Norm,Norm,1111,572,288,7,7,1926,1,1,0,2008,8,Normal,116900,105.22052205220523,91.42728199677266
1150,70,RM,50.0,9000,Pave,NA,OldTown,Artery,Norm,1482,650,324,7,9,1920,1,0,0,2009,7,Normal,143000,96.49122807017544,91.42728199677266
1151,20,RL,57.0,8280,Pave,NA,NAmes,Norm,Norm,932,932,306,6,5,1950,1,1,0,2007,11,Normal,124000,133.04721030042919,116.08938532777013
1152,20,RL,134.0,17755,Pave,NA,Edwards,Norm,Norm,1466,1466,528,5,4,1959,1,2,0,2006,11,Normal,149900,102.25102319236017,101.83295816841985
1153,20,RL,90.0,14115,Pave,NA,Crawfor,Norm,Norm,1811,1073,470,6,7,1956,1,1,0,2006,7,Abnorml,230000,127.00165654334621,120.25482638137272
1154,30,RM,69.0,5890,Pave,NA,IDOTRR,Norm,Norm,816,816,432,6,8,1930,1,0,0,2008,6,Normal,120500,147.67156862745097,89.1360425104863
1155,60,RL,69.0,13700,Pave,NA,NAmes,Norm,Norm,1820,864,492,7,6,1965,1,2,0,2008,5,Normal,201800,110.87912087912088,116.08938532777013
1156,20,RL,90.0,10768,Pave,NA,Veenker,Norm,Norm,1437,1437,528,5,8,1976,1,1,0,2007,7,Normal,218000,151.70494084899096,154.9809137507573
1157,80,RL,85.0,9350,Pave,NA,NAmes,Norm,Norm,1265,1219,502,5,8,1965,1,1,0,2008,10,Normal,179900,142.21343873517787,116.08938532777013
1158,120,RL,34.0,5001,Pave,NA,NridgHt,Norm,Norm,1314,1314,626,7,5,2007,1,1,0,2009,7,Normal,230000,175.0380517503805,164.57805723210188
1159,20,RL,92.0,11932,Pave,NA,Somerst,Feedr,Norm,1580,1580,830,8,5,2007,1,0,0,2008,6,Partial,235128,148.81518987341772,141.3359664248121
1160,60,RL,76.0,9120,Pave,NA,NWAmes,Norm,Norm,1876,901,540,6,6,1974,1,1,0,2008,7,Normal,185000,98.61407249466951,111.84834925438751
1161,160,RL,24.0,2280,Pave,NA,NPkVill,Norm,Norm,1456,855,440,6,5,1978,1,1,0,2010,7,Normal,146000,100.27472527472527,116.72689144012816
1162,20,RL,69.0,14778,Pave,NA,Crawfor,PosN,Norm,1640,1296,924,6,7,1954,1,1,0,2008,11,Normal,224000,136.58536585365854,120.25482638137272
1163,20,RL,109.0,8724,Pave,NA,Sawyer,Norm,Norm,894,894,450,5,5,1968,1,1,0,2007,5,Normal,129000,144.29530201342283,117.85616299660873
1164,90,RL,60.0,12900,Pave,NA,Sawyer,Feedr,Norm,1258,1198,400,4,4,1969,1,0,0,2008,1,Alloca,108959,86.61287758346582,117.85616299660873
1165,80,RL,69.0,16157,Pave,NA,Veenker,Feedr,Norm,1432,1360,588,5,7,1978,1,1,0,2007,6,Normal,194000,135.47486033519553,154.9809137507573
1166,20,RL,79.0,9541,Pave,NA,NridgHt,Norm,Norm,1502,1502,644,7,5,2009,1,0,0,2009,9,Partial,233170,155.23968042609854,164.57805723210188
1167,20,RL,64.0,10475,Pave,NA,CollgCr,Norm,Norm,1694,1694,776,8,5,2008,1,0,0,2010,2,Normal,245350,144.83471074380165,136.78367951579068
1168,60,RL,58.0,10852,Pave,NA,Gilbert,RRAn,Norm,1671,959,472,6,5,2000,1,1,0,2006,2,Normal,173000,103.5308198683423,119.11493125681703
1169,70,RL,120.0,13728,Pave,NA,Edwards,Norm,Norm,2108,1127,540,6,7,1935,1,2,0,2008,7,Normal,235000,111.48007590132828,101.83295816841985
1170,60,RL,118.0,35760,Pave,NA,NoRidge,Norm,Norm,3627,1930,807,10,5,1995,1,1,0,2006,7,Normal,625000,172.31872070581747,132.27168705070494
1171,80,RL,76.0,9880,Pave,NA,Mitchel,Norm,Norm,1118,1096,358,6,6,1977,1,1,576,2008,7,Normal,171000,152.95169946332737,126.01744863615829
1172,20,RL,76.0,9120,Pave,NA,NAmes,Norm,Norm,1261,1261,433,6,6,1958,1,1,0,2008,11,Normal,163000,129.26249008723235,116.08938532777013
1173,160,FV,35.0,4017,Pave,Pave,Somerst,Norm,Norm,1250,625,625,7,5,2006,1,0,0,2008,3,Normal,171900,137.52,141.3359664248121
1174,50,RL,138.0,18030,Pave,NA,ClearCr,Norm,Norm,3086,1598,0,5,6,1946,1,1,0,2007,3,Normal,200500,64.97083603370058,124.24298891029504
1175,70,RL,80.0,16560,Pave,NA,Crawfor,Norm,Norm,2345,952,360,6,8,1932,1,1,0,2006,7,Normal,239000,101.91897654584221,120.25482638137272
1176,50,RL,85.0,10678,Pave,NA,NoRidge,Norm,Norm,2872,1683,541,8,5,1992,1,1,0,2007,4,Normal,285000,99.23398328690807,132.27168705070494
1177,20,RL,37.0,6951,Pave,NA,Mitchel,Norm,Norm,923,876,264,5,5,1984,1,0,0,2008,10,Normal,119500,129.4691224268689,126.01744863615829
1178,50,RM,69.0,3950,Pave,Grvl,OldTown,Artery,Norm,1224,818,210,6,8,1926,1,0,0,2009,12,Normal,115000,93.95424836601308,91.42728199677266
1179,50,RL,54.0,7681,Pave,NA,Crawfor,Norm,Norm,1343,731,186,5,6,1921,1,1,0,2009,7,Normal,154900,115.33879374534624,120.25482638137272
1180,20,RL,77.0,8335,Pave,NA,Edwards,Norm,Norm,1124,0,0,5,5,1954,1,1,0,2006,4,Normal,93000,82.74021352313167,101.83295816841985
1181,60,RL,69.0,11170,Pave,NA,Timber,Norm,Norm,2514,1216,693,7,5,1990,1,0,0,2006,4,Normal,250000,99.44311853619729,139.76648322039009
1182,120,RM,64.0,5587,Pave,NA,Crawfor,Norm,Norm,1652,1600,482,8,5,2008,1,1,0,2008,11,Partial,392500,237.590799031477,120.25482638137272
1183,60,RL,160.0,15623,Pave,NA,NoRidge,Norm,Norm,4476,2396,813,10,5,1996,1,2,555,2007,7,Abnorml,745000,166.4432529043789,132.27168705070494
1184,30,RL,60.0,10800,Pave,Grvl,OldTown,Norm,Norm,1130,1120,720,5,6,1920,1,1,0,2006,6,Normal,120000,106.19469026548673,91.42728199677266
1185,20,RL,50.0,35133,Grvl,NA,Timber,Norm,Norm,1572,1572,995,5,4,1963,1,2,0,2007,5,Normal,186700,118.76590330788804,139.76648322039009
1186,50,RL,60.0,9738,Pave,NA,Edwards,Norm,Norm,1221,784,392,5,7,1924,1,0,0,2006,3,Normal,104900,85.91318591318591,101.83295816841985
1187,190,RL,107.0,10615,Pave,NA,OldTown,Artery,Artery,1699,978,420,3,5,1900,1,0,0,2009,8,Abnorml,95000,55.915244261330194,91.42728199677266
1188,20,RL,89.0,12461,Pave,NA,NoRidge,Norm,Norm,1624,1624,757,8,5,1994,1,1,0,2006,7,Normal,262000,161.33004926108376,132.27168705070494
1189,60,RL,68.0,8935,Pave,NA,CollgCr,Norm,Norm,1660,831,493,7,5,2002,1,0,0,2009,7,Normal,195000,117.46987951807229,136.78367951579068
1190,60,RL,60.0,7500,Pave,NA,Gilbert,Norm,Norm,1804,994,442,7,5,1999,1,1,0,2010,6,Normal,189000,104.76718403547672,119.11493125681703
1191,190,RL,69.0,32463,Pave,NA,Mitchel,Norm,Norm,1622,1249,1356,4,4,1961,1,1,0,2007,3,Normal,168000,103.57583230579532,126.01744863615829
1192,160,FV,24.0,2645,Pave,Pave,Somerst,Norm,Norm,1441,776,492,8,5,1999,1,0,0,2007,11,Normal,174000,120.74947952810548,141.3359664248121
1193,50,RM,60.0,9600,Pave,Grvl,OldTown,Norm,Norm,1472,702,250,5,8,1925,1,0,0,2007,7,Normal,125000,84.91847826086956,91.42728199677266
1194,120,RM,69.0,4500,Pave,NA,Mitchel,Norm,Norm,1224,1224,402,6,5,1999,1,0,0,2009,6,Normal,165000,134.80392156862746,126.01744863615829
1195,60,RL,80.0,9364,Pave,NA,Sawyer,Norm,Norm,1352,663,299,6,7,1969,1,0,0,2010,3,Normal,158000,116.86390532544378,117.85616299660873
1196,60,RL,51.0,8029,Pave,NA,Gilbert,Norm,Norm,1456,728,400,6,5,2005,1,0,0,2008,7,Normal,176000,120.87912087912088,119.11493125681703
1197,60,RL,58.0,14054,Pave,NA,Gilbert,Norm,Norm,1863,879,660,7,5,2006,1,1,0,2006,11,Partial,219210,117.66505636070853,119.11493125681703
1198,75,RM,65.0,8850,Pave,NA,OldTown,Norm,Norm,1690,815,225,7,6,1916,1,1,0,2006,7,Normal,144000,85.20710059171597,91.42728199677266
1199,20,RL,70.0,9100,Pave,NA,CollgCr,Norm,Norm,1212,1212,573,7,5,2001,1,0,0,2009,6,Normal,178000,146.86468646864685,136.78367951579068
1200,20,RL,75.0,11235,Pave,NA,Sawyer,Norm,Norm,1382,1051,459,4,5,1963,1,1,0,2006,10,Normal,148000,107.09117221418235,117.85616299660873
1201,20,RL,71.0,9353,Pave,NA,NAmes,Norm,Norm,864,864,280,4,5,1970,1,0,0,2006,7,Abnorml,116050,134.31712962962962,116.08938532777013
1202,60,RL,80.0,10400,Pave,NA,CollgCr,Norm,Norm,1779,866,546,7,5,1998,1,0,0,2009,3,Normal,197900,111.24227093872962,136.78367951579068
1203,50,RM,50.0,6000,Pave,NA,BrkSide,Norm,Norm,1348,884,216,5,8,1925,1,1,0,2009,5,Normal,117000,86.79525222551929,105.96680854866048
1204,20,RL,75.0,9750,Pave,NA,CollgCr,Norm,Norm,1630,1630,451,7,5,2000,1,1,0,2009,10,Normal,213000,130.67484662576686,136.78367951579068
1205,20,RL,78.0,10140,Pave,NA,NWAmes,Norm,Norm,1074,1056,495,5,6,1975,1,0,0,2006,7,Normal,153500,142.92364990689012,111.84834925438751
1206,20,RL,90.0,14684,Pave,NA,SawyerW,Norm,Norm,2196,2158,701,7,7,1990,1,1,0,2009,6,Normal,271900,123.81602914389799,119.70442421965492
1207,20,RH,69.0,8900,Pave,NA,SawyerW,Norm,Norm,1056,1056,384,4,4,1966,1,0,0,2006,11,Normal,107000,101.32575757575758,119.70442421965492
1208,20,RL,70.0,9135,Pave,NA,CollgCr,Norm,Norm,1700,1682,544,6,5,2003,1,0,0,2006,5,Normal,200000,117.6470588235294,136.78367951579068
1209,20,RL,70.0,7763,Pave,NA,NAmes,Norm,Norm,1283,931,506,5,7,1962,1,0,0,2008,10,Normal,140000,109.11925175370226,116.08938532777013
1210,20,RL,85.0,10182,Pave,NA,Somerst,RRNn,Norm,1660,1660,500,8,5,2006,1,1,0,2006,5,Partial,290000,174.6987951807229,141.3359664248121
1211,60,RL,70.0,11218,Pave,NA,SawyerW,Norm,Norm,1845,1055,462,6,5,1992,1,1,0,2010,5,Normal,189000,102.4390243902439,119.70442421965492
1212,50,RL,152.0,12134,Pave,NA,Gilbert,Norm,Norm,1752,559,492,8,7,1988,1,0,0,2010,6,Normal,164000,93.60730593607306,119.11493125681703
1213,30,RL,50.0,9340,Pave,NA,Edwards,Norm,Norm,672,672,234,4,6,1941,1,0,0,2009,8,Normal,113000,168.1547619047619,101.83295816841985
1214,80,RL,69.0,10246,Pave,NA,Sawyer,Norm,Norm,960,648,364,4,9,1965,1,0,0,2006,5,Normal,145000,151.04166666666666,117.85616299660873
1215,85,RL,69.0,10205,Pave,NA,NAmes,Norm,Norm,999,925,300,5,5,1962,1,0,0,2006,5,Normal,134500,134.63463463463464,116.08938532777013
1216,20,RL,99.0,7094,Pave,NA,Sawyer,Norm,Norm,894,894,384,5,5,1966,1,0,0,2007,5,Normal,125000,139.82102908277406,117.85616299660873
1217,90,RM,68.0,8930,Pave,NA,Sawyer,RRAe,Norm,1902,0,539,6,5,1978,1,0,0,2010,4,Normal,112000,58.88538380651946,117.85616299660873
1218,20,FV,72.0,8640,Pave,NA,Somerst,Norm,Norm,1314,1300,552,8,5,2009,1,0,0,2009,9,Partial,229456,174.6240487062405,141.3359664248121
1219,50,RM,52.0,6240,Pave,NA,BrkSide,Norm,Norm,912,0,0,4,5,1947,0,0,0,2006,7,Normal,80500,88.26754385964912,105.96680854866048
1220,160,RM,21.0,1680,Pave,NA,BrDale,Norm,Norm,1218,672,0,6,5,1971,1,0,0,2006,4,Abnorml,91500,75.1231527093596,91.95054338209854
1221,20,RL,66.0,7800,Pave,NA,NAmes,Norm,Norm,912,912,288,5,5,1964,1,0,0,2006,11,Abnorml,115000,126.09649122807018,116.08938532777013
1222,20,RL,55.0,8250,Pave,NA,Sawyer,Feedr,Norm,1211,952,322,5,5,1968,1,1,0,2008,8,Normal,134000,110.6523534269199,117.85616299660873
1223,50,RL,78.0,10496,Pave,NA,NAmes,Artery,Norm,1846,1040,315,6,6,1949,1,1,0,2007,1,Normal,143000,77.46478873239437,116.08938532777013
1224,20,RL,89.0,10680,Pave,NA,NAmes,Norm,Norm,2136,2136,528,5,3,1951,0,0,0,2006,10,Normal,137900,64.55992509363296,116.08938532777013
1225,60,RL,60.0,15384,Pave,NA,Gilbert,RRAn,Norm,1490,788,388,7,5,2004,1,1,0,2008,2,Normal,184000,123.48993288590604,119.11493125681703
1226,80,RL,65.0,10482,Pave,NA,NAmes,Norm,Norm,1138,588,264,6,8,1958,1,0,0,2007,6,Normal,145000,127.41652021089631,116.08938532777013
1227,60,RL,86.0,14598,Pave,NA,Somerst,Feedr,Norm,1933,894,668,6,5,2007,1,1,0,2008,1,Normal,214000,110.7087428867046,141.3359664248121
1228,20,RL,72.0,8872,Pave,NA,NAmes,Norm,Norm,912,912,576,5,8,1965,1,0,0,2008,12,Normal,147000,161.18421052631578,116.08938532777013
1229,120,RL,65.0,8769,Pave,NA,NridgHt,Norm,Norm,1702,1702,1052,9,5,2008,1,1,0,2008,10,Partial,367294,215.80141010575792,164.57805723210188
1230,80,RL,70.0,7910,Pave,NA,NAmes,Norm,Norm,1507,1075,404,5,5,1960,1,0,0,2008,8,Normal,127000,84.2733908427339,116.08938532777013
1231,90,RL,69.0,18890,Pave,NA,Sawyer,Feedr,RRAe,2620,1361,600,5,5,1977,1,1,0,2007,8,Normal,190000,72.51908396946565,117.85616299660873
1232,90,RL,70.0,7728,Pave,NA,NAmes,Norm,Norm,1190,1106,540,5,6,1962,1,0,0,2006,5,Normal,132500,111.34453781512605,116.08938532777013
1233,90,RL,70.0,9842,Pave,NA,NAmes,Norm,Norm,1224,0,462,4,5,1962,1,0,0,2007,3,Normal,101800,83.16993464052288,116.08938532777013
1234,20,RL,69.0,12160,Pave,NA,NAmes,Norm,Norm,1188,1188,531,5,5,1959,1,0,0,2010,5,Abnorml,142000,119.52861952861953,116.08938532777013
1235,70,RH,55.0,8525,Pave,NA,SWISU,Norm,Norm,1964,940,0,5,6,1911,0,0,0,2008,11,Abnorml,130000,66.19144602851324,84.75523335164974
1236,70,RL,96.0,13132,Pave,NA,Crawfor,Norm,Norm,1784,747,180,5,5,1914,1,0,0,2006,7,Normal,138887,77.85145739910314,120.25482638137272
1237,160,RL,36.0,2628,Pave,NA,NridgHt,Norm,Norm,1626,764,474,7,5,2003,1,0,0,2010,6,Normal,175500,107.93357933579335,164.57805723210188
1238,60,RL,41.0,12393,Pave,NA,CollgCr,Norm,Norm,1948,847,434,7,5,2004,1,1,0,2006,9,Normal,195000,100.10266940451746,136.78367951579068
1239,20,RL,63.0,13072,Pave,NA,SawyerW,RRAe,Norm,1141,1141,484,6,5,2005,1,0,0,2006,3,Abnorml,142500,124.89044697633655,119.70442421965492
1240,20,RL,64.0,9037,Pave,NA,Timber,Norm,Norm,1484,1476,472,8,5,2006,1,1,0,2007,12,Normal,265900,179.177897574124,139.76648322039009
1241,60,RL,65.0,8158,Pave,NA,CollgCr,Norm,Norm,1768,884,543,7,5,2003,1,0,0,2008,7,Normal,224900,127.20588235294117,136.78367951579068
1242,20,RL,83.0,9849,Pave,NA,Somerst,Norm,Norm,1689,1689,954,7,6,2007,1,0,0,2007,6,Partial,248328,147.02664298401422,141.3359664248121
1243,85,RL,85.0,10625,Pave,NA,NWAmes,Norm,Norm,1173,1053,528,7,6,1974,1,2,0,2010,1,Family,170000,144.92753623188406,111.84834925438751
1244,20,RL,107.0,13891,Pave,NA,NridgHt,Norm,Norm,2076,2076,850,10,5,2006,1,1,0,2006,9,Partial,465000,223.98843930635837,164.57805723210188
1245,70,RL,69.0,11435,Pave,NA,Crawfor,Norm,Norm,1517,792,400,8,7,1929,1,2,0,2006,6,Normal,230000,151.61502966381016,120.25482638137272
1246,80,RL,78.0,12090,Pave,NA,NWAmes,Norm,Norm,1868,585,477,6,7,1984,1,1,0,2007,1,Abnorml,178000,95.28907922912205,111.84834925438751
1247,60,FV,65.0,8125,Pave,NA,Somerst,Norm,Norm,1553,756,615,7,5,2005,1,0,0,2006,3,Partial,186500,120.09014810045075,141.3359664248121
1248,80,RL,69.0,12328,Pave,NA,Mitchel,Norm,Norm,1034,1012,888,6,5,1976,1,0,0,2010,5,Normal,169900,164.31334622823985,126.01744863615829
1249,75,RM,60.0,9600,Pave,Grvl,OldTown,Norm,Norm,2058,735,396,6,5,1917,0,1,0,2008,4,Normal,129500,62.925170068027214,91.42728199677266
1250,20,RL,60.0,7200,Pave,NA,NAmes,Norm,Norm,988,876,276,5,7,1950,1,0,0,2007,5,Normal,119000,120.44534412955466,116.08938532777013
1251,20,RL,93.0,11160,Pave,NA,NAmes,Norm,Norm,2110,2110,522,7,5,1968,1,2,0,2010,4,Normal,244000,115.63981042654028,116.08938532777013
1252,120,RL,69.0,3136,Pave,NA,NridgHt,Norm,Norm,1405,1405,478,7,5,2003,1,1,0,2006,3,Normal,171750,122.24199288256227,164.57805723210188
1253,20,RL,62.0,9858,Pave,NA,Mitchel,Norm,Norm,874,864,288,5,6,1968,1,0,0,2009,11,Normal,130000,148.74141876430207,126.01744863615829
1254,60,RL,69.0,17542,Pave,NA,Veenker,Norm,Norm,2167,1192,518,7,7,1974,1,2,0,2007,7,Normal,294000,135.67143516382095,154.9809137507573
1255,60,RL,60.0,6931,Pave,NA,Edwards,Norm,Norm,1656,746,397,7,5,2003,1,1,0,2008,7,Normal,165400,99.8792270531401,101.83295816841985
1256,50,RM,52.0,6240,Pave,NA,BrkSide,Norm,Norm,1367,884,560,6,6,1931,1,1,0,2007,11,Normal,127500,93.26993416239941,105.96680854866048
1257,20,RL,91.0,14303,Pave,NA,NoRidge,Norm,Norm,1987,1986,691,8,5,1994,1,1,0,2008,8,Normal,301500,151.7362858580775,132.27168705070494
1258,30,RL,56.0,4060,Pave,NA,Edwards,Feedr,Norm,864,864,0,5,8,1922,1,0,0,2009,7,Normal,99900,115.625,101.83295816841985
1259,80,RL,59.0,9587,Pave,NA,Gilbert,Norm,Norm,1166,856,400,7,5,2005,1,0,0,2008,7,Normal,190000,162.95025728987994,119.11493125681703
1260,20,RL,65.0,9750,Pave,NA,NAmes,Norm,Norm,1054,1054,460,6,8,1969,1,0,0,2008,7,Normal,151000,143.2637571157495,116.08938532777013
1261,60,RL,69.0,24682,Pave,NA,Gilbert,RRAn,Norm,1675,841,502,6,5,1999,1,1,0,2009,6,Normal,181000,108.05970149253731,119.11493125681703
1262,20,RL,80.0,9600,Pave,NA,NAmes,Norm,Norm,1050,1050,338,5,6,1956,1,0,0,2009,6,Normal,128900,122.76190476190476,116.08938532777013
1263,50,RL,69.0,11250,Pave,NA,ClearCr,Norm,Norm,1788,1104,304,4,5,1957,1,2,0,2009,11,Normal,161500,90.32438478747204,124.24298891029504
1264,70,RL,60.0,13515,Pave,Pave,BrkSide,Norm,Norm,1824,764,520,6,6,1919,1,1,0,2007,7,Normal,180500,98.95833333333333,105.96680854866048
1265,120,RH,34.0,4060,Pave,NA,NAmes,Norm,Norm,1337,1405,511,6,5,1998,1,0,0,2008,8,Abnorml,181000,135.37771129394167,116.08938532777013
1266,160,FV,35.0,3735,Pave,NA,Somerst,Norm,Norm,1452,691,506,7,5,1999,1,0,0,2006,3,Normal,183900,126.65289256198348,141.3359664248121
1267,190,RM,60.0,10120,Pave,NA,OldTown,Feedr,Norm,1889,925,308,7,4,1910,0,1,0,2007,1,Normal,122000,64.58443620963473,91.42728199677266
1268,20,RL,89.0,13214,Pave,NA,Timber,Norm,Norm,2018,2002,746,9,5,2008,1,1,0,2010,5,Normal,378500,187.5619425173439,139.76648322039009
1269,50,RL,69.0,14100,Pave,NA,Crawfor,Norm,Norm,3447,728,1014,8,9,1935,1,2,0,2008,5,Normal,381000,110.53089643167972,120.25482638137272
1270,50,RL,78.0,11344,Pave,NA,NAmes,Feedr,Norm,1524,874,315,5,5,1958,1,0,0,2007,7,Normal,144000,94.48818897637796,116.08938532777013
1271,40,RL,69.0,23595,Pave,NA,ClearCr,Norm,Norm,1524,1332,586,7,6,1979,1,1,0,2010,4,Normal,260000,170.60367454068242,124.24298891029504
1272,20,RL,69.0,9156,Pave,NA,NWAmes,PosN,Norm,1489,1489,462,6,7,1968,1,1,0,2009,8,Normal,185750,124.74815312290127,111.84834925438751
1273,20,RL,69.0,13526,Pave,NA,Sawyer,Norm,Norm,935,935,288,5,6,1965,1,0,0,2006,11,Normal,137000,146.524064171123,117.85616299660873
1274,80,RL,124.0,11512,Pave,NA,Edwards,Norm,Norm,1357,1019,312,6,7,1959,1,1,0,2008,5,Normal,177000,130.43478260869566,101.83295816841985
1275,50,RL,53.0,5362,Pave,NA,Crawfor,Norm,Norm,1250,661,552,5,6,1910,1,1,0,2007,11,Normal,139000,111.2,120.25482638137272
1276,90,RL,95.0,11345,Pave,NA,NAmes,Feedr,Norm,1920,928,400,5,5,1948,1,0,0,2007,7,Normal,137000,71.35416666666667,116.08938532777013
1277,60,RL,69.0,12936,Pave,NA,NWAmes,Norm,Norm,1395,723,497,6,6,1972,1,1,0,2009,12,Normal,162000,116.12903225806451,111.84834925438751
1278,80,RL,69.0,17871,Pave,NA,NWAmes,Norm,Norm,1724,1680,480,6,5,1967,1,1,0,2009,6,Normal,197900,114.79118329466357,111.84834925438751
1279,60,RL,75.0,9473,Pave,NA,CollgCr,Norm,Norm,2031,1128,577,8,5,2002,1,1,0,2008,3,Normal,237000,116.69128508124076,136.78367951579068
1280,50,C (all),60.0,7500,Pave,NA,IDOTRR,Norm,Norm,1128,698,528,4,4,1920,1,0,0,2010,4,Abnorml,68400,60.638297872340424,89.1360425104863
